HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	INSDC (ENA/GenBank/DDBJ) accession	RefSeq accession
HGNC:56139	Approved	LINC03012	long intergenic non-protein coding RNA 3012	100506682		NR_110024
HGNC:56140	Approved	LINC03013	long intergenic non-protein coding RNA 3013	100506725		NR_108082
HGNC:56142	Approved	LINC03014	long intergenic non-protein coding RNA 3014	100507642		NR_108064
HGNC:56143	Approved	LINC03015	long intergenic non-protein coding RNA 3015	102723672		NR_134325
HGNC:56145	Approved	LINC03016	long intergenic non-protein coding RNA 3016	101927354		NR_108073
HGNC:56146	Approved	LINC03017	long intergenic non-protein coding RNA 3017	101927378		NR_110079
HGNC:27837	Approved	LINC03018	long intergenic non-protein coding RNA 3018	286178		NR_134276
HGNC:27982	Approved	LINC03019	long intergenic non-protein coding RNA 3019	340357	BC043360	NR_152742
HGNC:56148	Approved	LINC03020	long intergenic non-protein coding RNA 3020	101926892		NR_110653
HGNC:56149	Approved	LINC03021	long intergenic non-protein coding RNA 3021	101927815		NR_125425
HGNC:56151	Approved	LINC03022	long intergenic non-protein coding RNA 3022	101929191		NR_120604
HGNC:56154	Approved	LINC03023	long intergenic non-protein coding RNA 3023	102467222		NR_130773
HGNC:56155	Approved	LINC03024	long intergenic non-protein coding RNA 3024	105375773		NR_134462
HGNC:56158	Approved	LINC03025	long intergenic non-protein coding RNA 3025	440896		NR_015361
HGNC:56164	Approved	LINC03026	long intergenic non-protein coding RNA 3026	102724156		NR_135137
HGNC:48681	Approved	LINC03027	long intergenic non-protein coding RNA 3027	100499489		NR_036533
HGNC:56168	Approved	LINC03028	long intergenic non-protein coding RNA 3028	101929117		NR_134472
HGNC:56169	Approved	LINC03029	long intergenic non-protein coding RNA 3029	105378292		NR_134499
HGNC:56171	Approved	LINC03030	long intergenic non-protein coding RNA 3030	646029		NR_130930
HGNC:56174	Approved	LINC03031	long intergenic non-protein coding RNA 3031	100506675		NR_120526
HGNC:56192	Approved	LINC03032	long intergenic non-protein coding RNA 3032	105370361		NR_148221
HGNC:44292	Approved	LINC03033	long intergenic non-protein coding RNA 3033	400221		NR_039985
HGNC:54360	Approved	LINC03034	long intergenic non-protein coding RNA 3034	283710		NR_171016
HGNC:56211	Approved	LINC03035	long intergenic non-protein coding RNA 3035	105372125		XR_935478
HGNC:56220	Approved	LINC03036	long intergenic non-protein coding RNA 3036	121366085		NG_074527
HGNC:56227	Approved	LINC03037	long intergenic non-protein coding RNA 3037	125177375		
HGNC:28692	Approved	LINC03040	long intergenic non-protein coding RNA 3040	221416	BC032706	NR_160954
HGNC:19054	Approved	LINC03041	long intergenic non-protein coding RNA 3041	100129385		NR_171034
HGNC:33774	Approved	LINC03042	long intergenic non-protein coding RNA 3042	389649	BC137511	NR_167676
HGNC:51256	Approved	LINC03043	long intergenic non-protein coding RNA 3043	154872		NR_167671
HGNC:56250	Approved	LINC03044	long intergenic non-protein coding RNA 3044	105375674		XR_928458
HGNC:56262	Approved	LINC03046	long intergenic non-protein coding RNA 3046	125775240		
HGNC:56265	Approved	LINC03047	long intergenic non-protein coding RNA 3047	107986898		XR_001745731
HGNC:56272	Approved	LINC03048	long intergenic non-protein coding RNA 3048	100130370		NR_164137
HGNC:56282	Approved	LINC03049	long intergenic non-protein coding RNA 3049	126568845		NR_182281
HGNC:56283	Approved	LINC03050	long intergenic non-protein coding RNA 3050	126568848		NR_182288
HGNC:56330	Approved	LINC03051	long intergenic non-protein coding RNA 3051	127138867		NR_182298
HGNC:56335	Approved	LINC03052	long intergenic non-protein coding RNA 3052	127138865		NR_182300
HGNC:56342	Approved	LINC03053	long intergenic non-protein coding RNA 3053	124905179		XR_007068218
HGNC:56349	Approved	LINC03054	long intergenic non-protein coding RNA 3054	101929217		NR_105004
HGNC:56352	Approved	LINC03055	long intergenic non-protein coding RNA 3055	105374902		XR_926428
HGNC:56354	Approved	LINC03056	long intergenic non-protein coding RNA 3056	124902951		XR_007063343
HGNC:56359	Approved	LINC03057	long intergenic non-protein coding RNA 3057	127379715		
HGNC:56363	Approved	LINC03058	long intergenic non-protein coding RNA 3058	127379758		
HGNC:56366	Approved	LINC03059	long intergenic non-protein coding RNA 3059	127379717		
HGNC:56367	Approved	LINC03060	long intergenic non-protein coding RNA 3060	105375519		XR_001745364
HGNC:56368	Approved	LINC03061	long intergenic non-protein coding RNA 3061	127379752		
HGNC:56369	Approved	LINC03062	long intergenic non-protein coding RNA 3062	100129066		NR_024280
HGNC:56371	Approved	LINC03063	long intergenic non-protein coding RNA 3063	105374464		XR_001739405
HGNC:56372	Approved	LINC03064	long intergenic non-protein coding RNA 3064	105371264		XR_001752187
HGNC:56373	Approved	LINC03065	long intergenic non-protein coding RNA 3065	105370833		XR_932287
HGNC:27767	Approved	LINC03066	long intergenic non-protein coding RNA 3066	285766		NR_126020
HGNC:56639	Approved	LINC03067	long intergenic non-protein coding RNA 3067	128071536		
HGNC:56640	Approved	LINC03068	long intergenic non-protein coding RNA 3068	105378568		XR_946490
HGNC:56641	Approved	LINC03069	long intergenic non-protein coding RNA 3069	642484		NR_148972
HGNC:56642	Approved	LINC03070	long intergenic non-protein coding RNA 3070	101928228		XR_247295
HGNC:56645	Approved	LINC03071	long intergenic non-protein coding RNA 3071	105375904		XR_001745957
HGNC:56650	Approved	LINC03072	long intergenic non-protein coding RNA 3072	128071538		
HGNC:56651	Approved	LINC03073	long intergenic non-protein coding RNA 3073	128071541		
HGNC:56654	Approved	LINC03074	long intergenic non-protein coding RNA 3074	100505685		XR_427616
HGNC:56655	Approved	LINC03075	long intergenic non-protein coding RNA 3075	101929088		XR_001745219
HGNC:56656	Approved	LINC03076	long intergenic non-protein coding RNA 3076	100996249		NR_110159
HGNC:56657	Approved	LINC03077	long intergenic non-protein coding RNA 3077	128071542		
HGNC:56665	Approved	LINC03078	long intergenic non-protein coding RNA 3078	128193286		
HGNC:56669	Approved	LINC03079	long intergenic non-protein coding RNA 3079	128193294		
HGNC:56670	Approved	LINC03080	long intergenic non-protein coding RNA 3080	124903562		XR_007064775
HGNC:56674	Approved	LINC03081	long intergenic non-protein coding RNA 3081	128193288		
HGNC:56676	Approved	LINC03082	long intergenic non-protein coding RNA 3082	101927646		XR_243070
HGNC:56677	Approved	LINC03083	long intergenic non-protein coding RNA 3083	128193295		
HGNC:56686	Approved	LINC03084	long intergenic non-protein coding RNA 3084	101927392		XR_007061045
HGNC:56691	Approved	LINC03085	long intergenic non-protein coding RNA 3085	128266841		
HGNC:56701	Approved	LINC03086	long intergenic non-protein coding RNA 3086	388780		NR_161305
HGNC:56710	Approved	LINC03088	long intergenic non-protein coding RNA 3088	124903027		XR_007063473
HGNC:56717	Approved	LINC03089	long intergenic non-protein coding RNA 3089	128385371		
HGNC:56719	Approved	LINC03090	long intergenic non-protein coding RNA 3090	105375675		XR_928460
HGNC:56720	Approved	LINC03091	long intergenic non-protein coding RNA 3091	101928237		XR_002959777
HGNC:56721	Approved	LINC03092	long intergenic non-protein coding RNA 3092	107985164		XR_001753453
HGNC:56723	Approved	LINC03093	long intergenic non-protein coding RNA 3093	101929172		NR_104677
HGNC:56725	Approved	LINC03094	long intergenic non-protein coding RNA 3094	101928523		NR_109803
HGNC:56738	Approved	LINC03095	long intergenic non-protein coding RNA 3095	100506289		XR_001745152
HGNC:56743	Approved	LINC03096	long intergenic non-protein coding RNA 3096	128667225		
HGNC:56744	Approved	LINC03097	long intergenic non-protein coding RNA 3097	128667230		
HGNC:56745	Approved	LINC03098	long intergenic non-protein coding RNA 3098	101928336		NR_110396
HGNC:56750	Approved	LINC03099	long intergenic non-protein coding RNA 3099	101927476		NR_110386
HGNC:56763	Approved	LINC03100	long intergenic non-protein coding RNA 3100			
HGNC:53956	Approved	LINCADL	lincRNA adipogenesis and lipogenesis associated	107986443		NR_157226
HGNC:49089	Approved	LINCMD1	long intergenic non-protein coding RNA, muscle differentiation 1	101154644	BG461844	NR_131248
HGNC:21205	Approved	LINGO1	leucine rich repeat and Ig domain containing 1	84894	AK027500	NM_032808
HGNC:27368	Approved	LINGO1-AS1	LINGO1 antisense RNA 1	253044	BC042092	NR_045123
HGNC:51423	Approved	LINGO1-AS2	LINGO1 antisense RNA 2	101929478	BC038758	NR_120361
HGNC:21207	Approved	LINGO2	leucine rich repeat and Ig domain containing 2	158038	AL353746	NM_152570
HGNC:21206	Approved	LINGO3	leucine rich repeat and Ig domain containing 3	645191	AK091795	NM_001101391
HGNC:31814	Approved	LINGO4	leucine rich repeat and Ig domain containing 4	339398		NM_001004432
HGNC:53170	Approved	LINP1	lncRNA in non-homologous end joining pathway 1	108570035		NR_138480
HGNC:30922	Approved	LINS1	lines homolog 1	55180	AK095448	NM_018148
HGNC:6617	Approved	LIPA	lipase A, lysosomal acid type	3988	M74775	NM_000235
HGNC:6618	Approved	LIPB	lipase B, lysosomal acid type	3989		
HGNC:6619	Approved	LIPC	lipase C, hepatic type	3990		NM_000236
HGNC:52294	Approved	LIPC-AS1	LIPC antisense RNA 1	101928694		NR_120338
HGNC:6621	Approved	LIPE	lipase E, hormone sensitive type	3991	L11706	NM_005357
HGNC:48589	Approved	LIPE-AS1	LIPE antisense RNA 1	100996307	AK096849	NR_073179
HGNC:48589	Approved	LIPE-AS1	LIPE antisense RNA 1	100996307	BM974950	NR_073179
HGNC:6622	Approved	LIPF	lipase F, gastric type	8513	X05997	NM_001198828
HGNC:6623	Approved	LIPG	lipase G, endothelial type	9388	AF118767	NM_006033
HGNC:18483	Approved	LIPH	lipase H	200879	AY093498	NM_139248
HGNC:18821	Approved	LIPI	lipase I	149998	BC028732	NM_198996
HGNC:21773	Approved	LIPJ	lipase family member J	142910	BC031219	NM_001010939
HGNC:23444	Approved	LIPK	lipase family member K	643414		NM_001080518
HGNC:23455	Approved	LIPM	lipase family member M	340654		NM_001128215
HGNC:23452	Approved	LIPN	lipase family member N	643418		NM_001102469
HGNC:29569	Approved	LIPT1	lipoyltransferase 1	51601	AB017566	NM_015929
HGNC:39278	Approved	LIPT1P1	lipoyltransferase 1 pseudogene 1	100131188		NG_021973
HGNC:37216	Approved	LIPT2	lipoyl(octanoyl) transferase 2	387787		NM_001144869
HGNC:56172	Approved	LIPT2-AS1	LIPT2 antisense RNA 1	100287896		NR_171028
HGNC:16841	Approved	LITAF	lipopolysaccharide induced TNF factor	9516	AB034747	NM_004862
HGNC:53927	Approved	LITAFD	LITAF domain containing	101929989		NM_001395433
HGNC:53130	Approved	LIVAR	liver cell viability associated lncRNA	102724895		NR_146458
HGNC:18581	Approved	LIX1	limb and CNS expressed 1	167410		NM_153234
HGNC:52976	Approved	LIX1-AS1	LIX1 and RIOK2 antisense RNA 1	101926893		XR_007058882
HGNC:28715	Approved	LIX1L	limb and CNS expressed 1 like	128077	AK128733	NM_153713
HGNC:41210	Approved	LIX1L-AS1	LIX1L antisense RNA 1	105371260		NR_147182
HGNC:33718	Approved	LKAAEAR1	LKAAEAR motif containing 1	198437		NM_001007125
HGNC:21750	Approved	LLCFC1	LLLL and CFNLAS motif containing 1	135927	BC014596	NM_178829
HGNC:6628	Approved	LLGL1	LLGL scribble cell polarity complex component 1	3996		NM_004140
HGNC:6629	Approved	LLGL2	LLGL scribble cell polarity complex component 2	3993	X87342	NM_004524
HGNC:6630	Entry Withdrawn	LLP	lactation, late, protein (macropodids)			
HGNC:28229	Approved	LLPH	LLP homolog, long-term synaptic facilitation factor	84298	AK057947	NM_032338
HGNC:50493	Approved	LLPH-DT	LLPH divergent transcript	103625681	DA010836	NR_125724
HGNC:50491	Approved	LLPHP1	LLPH pseudogene 1	106480685		NG_043290
HGNC:50492	Approved	LLPHP2	LLPH pseudogene 2	106480300		NG_044256
HGNC:54775	Approved	LLPHP3	LLPH pseudogene 3	646644		NG_029252
HGNC:6631	Approved	LMAN1	lectin, mannose binding 1	3998	X71661	NM_005570
HGNC:6632	Approved	LMAN1L	lectin, mannose binding 1 like	79748	AF303398	NM_021819
HGNC:16986	Approved	LMAN2	lectin, mannose binding 2	10960	U10362	NM_006816
HGNC:19263	Approved	LMAN2L	lectin, mannose binding 2 like	81562	AL136617	NM_030805
HGNC:13243	Approved	LMBR1	limb development membrane protein 1	64327	AF107454	NM_022458
HGNC:18268	Approved	LMBR1L	limb development membrane protein 1 like	55716	AB033000	NM_018113
HGNC:23038	Approved	LMBRD1	LMBR1 domain containing 1	55788	AF113224	NM_018368
HGNC:25287	Approved	LMBRD2	LMBR1 domain containing 2	92255		NM_001007527
HGNC:6633	Approved	LMCD1	LIM and cysteine rich domains 1	29995	AF169284	NM_014583
HGNC:44477	Approved	LMCD1-AS1	LMCD1 antisense RNA 1	100288428		NR_033378
HGNC:14154	Approved	LMF1	lipase maturation factor 1	64788	AK022743	NM_022773
HGNC:50469	Approved	LMF1-AS1	LMF1 antisense RNA 1	101929387		NR_110945
HGNC:25096	Approved	LMF2	lipase maturation factor 2	91289	BC002942	NM_033200
HGNC:15991	Approved	LMLN	leishmanolysin like peptidase	89782	AJ312398	NM_033029
HGNC:40738	Approved	LMLN-AS1	LMLN antisense RNA 1	100873947		NR_046669
HGNC:6636	Approved	LMNA	lamin A/C	4000	BC014507	NM_170707
HGNC:6637	Approved	LMNB1	lamin B1	4001	L37737	NM_005573
HGNC:53089	Approved	LMNB1-DT	LMNB1 divergent transcript	102723557		NR_134485
HGNC:6638	Approved	LMNB2	lamin B2	84823	M94362	NM_032737
HGNC:6640	Entry Withdrawn	LMNL2	lamin A/C-like 2			
HGNC:26683	Approved	LMNTD1	lamin tail domain containing 1	160492	AK093323	NM_152590
HGNC:28561	Approved	LMNTD2	lamin tail domain containing 2	256329		NM_173573
HGNC:41204	Approved	LMNTD2-AS1	LMNTD2 antisense RNA 1	692247		NR_147608
HGNC:6641	Approved	LMO1	LIM domain only 1	4004	M26682	NM_002315
HGNC:6642	Approved	LMO2	LIM domain only 2	4005	X61118	NM_005574
HGNC:6643	Approved	LMO3	LIM domain only 3	55885	BC026311	NM_018640
HGNC:6644	Approved	LMO4	LIM domain only 4	8543	U24576	NM_006769
HGNC:6646	Approved	LMO7	LIM domain 7	4008	AF092557	NM_005358
HGNC:50277	Approved	LMO7-AS1	LMO7 antisense RNA 1	101927155	AW188034	NR_120410
HGNC:39885	Entry Withdrawn	LMO7-IT1	LMO7 intronic transcript 1			
HGNC:44370	Approved	LMO7DN	LMO7 downstream neighbor	729420	AK092698	NR_164111
HGNC:49790	Approved	LMO7DN-IT1	LMO7DN intronic transcript 1	104326189	AI825938	NR_126373
HGNC:6647	Approved	LMOD1	leiomodin 1	25802	X54162	NM_012134
HGNC:6648	Approved	LMOD2	leiomodin 2	442721	AC006333	NM_207163
HGNC:6649	Approved	LMOD3	leiomodin 3	56203	AK096900	NM_198271
HGNC:17880	Approved	LMTK2	lemur tyrosine kinase 2	22853	AB029002	NM_014916
HGNC:19295	Approved	LMTK3	lemur tyrosine kinase 3	114783	AB067470	NM_052895
HGNC:6653	Approved	LMX1A	LIM homeobox transcription factor 1 alpha	4009	AY078391	NM_177398
HGNC:40344	Approved	LMX1A-AS1	LMX1A antisense RNA 1	102725140		XR_922232
HGNC:40343	Approved	LMX1A-AS2	LMX1A antisense RNA 2	105371561		XR_001738275
HGNC:6654	Approved	LMX1B	LIM homeobox transcription factor 1 beta	4010	U77457	NM_001174146
HGNC:55849	Approved	LMX1B-DT	LMX1B divergent transcript	105376277		XR_930359
HGNC:54418	Approved	LNC-LBCS	lncRNA bladder and prostate cancer suppressor, hnRNPK interacting	100506885		NR_134649
HGNC:56708	Approved	LNC-RHL1	lncRNA regulator of hepatic lineages 1	124902762		XR_007062898
HGNC:50913	Approved	LNCAROD	lncRNA activating regulator of DKK1	101928687		NR_120641
HGNC:53864	Approved	LNCARSR	lncRNA regulator of Akt signaling associated with HCC and RCC	102723932		XR_428556
HGNC:54478	Approved	LNCATV	lncRNA negative regulator of antiviral signaling	101927851		NR_125945
HGNC:52752	Approved	LNCBRM	lncRNA SMARCA2 (BRM) associated	100996645		NR_120607
HGNC:54855	Approved	LNCDAT	lncRNA divergent activator of TBXT	116804915		NR_166065
HGNC:56254	Approved	LNCHR1	lncRNA induced by HCV, regulator of SREBF1	125775239		
HGNC:50656	Approved	LNCNEF	lncRNA neighboring enhancer of FOXA2	101929685		NR_109883
HGNC:53947	Approved	LNCOC1	lncRNA associated with ovarian cancer 1	100288181		NR_038925
HGNC:53336	Approved	LNCOG	lncRNA osteogenesis associated	105369848		NR_146531
HGNC:54521	Approved	LNCPOIR	lncRNA periodontal mesenchymal stem cell osteogenesis related	105377959		XR_942899
HGNC:52746	Approved	LNCPRESS1	lncRNA p53 regulated and ESC associated 1	101927721		NR_146480
HGNC:52747	Approved	LNCPRESS2	lncRNA p53 regulated and ESC associated 2	101929194		NR_125920
HGNC:53790	Approved	LNCRI	lncRNA radiation induced regulator of PLK1 and RAD51	401296		XR_007060188
HGNC:52657	Approved	LNCRNA-ATB	lncRNA activated by TGF-beta	114004396		NR_160525
HGNC:55755	Approved	LNCRNA-IUR	lncRNA imatinib upregulated	101929295		NR_110303
HGNC:52753	Approved	LNCSRLR	lncRNA sorafenib resistance in renal cell carcinoma associated	109729161		NR_146297
HGNC:52548	Approved	LNCTAM34A	long non coding transcriptional activator of miR34a	102724571		NR_132738
HGNC:56660	Approved	LNCTSI	lncRNA TGF-beta/SMAD3 pathway interacting	128193292		
HGNC:56001	Approved	LNMICC	lncRNA associated with lymph node metastasis in cervical cancer	123706532		
HGNC:28014	Approved	LNP1	leukemia NUP98 fusion partner 1	348801		NM_001085451
HGNC:6656	Approved	LNPEP	leucyl and cystinyl aminopeptidase	4012	D50810	NM_005575
HGNC:21610	Approved	LNPK	lunapark, ER junction formation factor	80856	AB051502	NM_030650
HGNC:51665	Approved	LNPPS	lncRNA PDCD5 and p53 scaffold	128385374		
HGNC:55512	Approved	LNROP	long non-coding regulator of POU2F2	100505622		NR_038332
HGNC:6657	Approved	LNX1	ligand of numb-protein X 1	84708	AF237782	NM_001126328
HGNC:40345	Approved	LNX1-AS1	LNX1 antisense RNA 1	100873939		NR_046622
HGNC:41450	Approved	LNX1-AS2	LNX1 antisense RNA 2	100873955		NR_046827
HGNC:20421	Approved	LNX2	ligand of numb-protein X 2	222484	AL138699	NM_153371
HGNC:6661	Approved	LOH1CR1	loss of heterozygosity on chromosome 1, region 1	8377		
HGNC:26524	Approved	LOH12CR2	loss of heterozygosity on chromosome 12, region 2	503693	AY037867	NR_024061
HGNC:9479	Approved	LONP1	lon peptidase 1, mitochondrial	9361	U02389	NM_004793
HGNC:20598	Approved	LONP2	lon peptidase 2, peroxisomal	83752	AJ548761	NM_031490
HGNC:26302	Approved	LONRF1	LON peptidase N-terminal domain and ring finger 1	91694	AK074329	NM_152271
HGNC:24788	Approved	LONRF2	LON peptidase N-terminal domain and ring finger 2	164832	AK127206	NM_198461
HGNC:39828	Approved	LONRF2P1	LONRF2 pseudogene 1	100421827		NG_026274
HGNC:39829	Approved	LONRF2P2	LONRF2 pseudogene 2	100421799		NG_024885
HGNC:54499	Approved	LONRF2P3	LONRF2 pseudogene 3	100421809		NG_025282
HGNC:54500	Approved	LONRF2P4	LONRF2 pseudogene 4	100421810		NG_025285
HGNC:54501	Approved	LONRF2P5	LONRF2 pseudogene 5	115830330		NG_066472
HGNC:21152	Approved	LONRF3	LON peptidase N-terminal domain and ring finger 3	79836	AK026265	NM_024778
HGNC:6663	Approved	LORICRIN	loricrin cornified envelope precursor protein	4014	M61120	NM_000427
HGNC:6664	Approved	LOX	lysyl oxidase	4015		NM_001178102
HGNC:26521	Approved	LOXHD1	lipoxygenase homology PLAT domains 1	125336	AK057232	NM_144612
HGNC:6665	Approved	LOXL1	lysyl oxidase like 1	4016	L21186	NM_005576
HGNC:44169	Approved	LOXL1-AS1	LOXL1 antisense RNA 1	100287616	AK056885	NR_040066
HGNC:6666	Approved	LOXL2	lysyl oxidase like 2	4017	U89942	NM_002318
HGNC:56648	Approved	LOXL2-AS1	LOXL2 antisense RNA 1	100507156		NR_038323
HGNC:13869	Approved	LOXL3	lysyl oxidase like 3	84695	AF282619	NM_032603
HGNC:17171	Approved	LOXL4	lysyl oxidase like 4	84171	AF338441	NM_032211
HGNC:6667	Approved	LPA	lipoprotein(a)	4018	X06290	NM_005577
HGNC:6668	Approved	LPAL1	lipoprotein(a) like 1	4019		
HGNC:21210	Approved	LPAL2	lipoprotein(a) like 2, pseudogene	80350	U19517	NR_028092
HGNC:3166	Approved	LPAR1	lysophosphatidic acid receptor 1	1902	U80811	NM_057159
HGNC:3168	Approved	LPAR2	lysophosphatidic acid receptor 2	9170	AF011466	NM_004720
HGNC:14298	Approved	LPAR3	lysophosphatidic acid receptor 3	23566	AF127138	NM_012152
HGNC:4478	Approved	LPAR4	lysophosphatidic acid receptor 4	2846	U90322	NM_005296
HGNC:13307	Approved	LPAR5	lysophosphatidic acid receptor 5	57121	AJ272207	NM_020400
HGNC:15520	Approved	LPAR6	lysophosphatidic acid receptor 6	10161	AF000546	NM_005767
HGNC:25718	Approved	LPCAT1	lysophosphatidylcholine acyltransferase 1	79888	BC020166	NM_024830
HGNC:26032	Approved	LPCAT2	lysophosphatidylcholine acyltransferase 2	54947	AK000488	NM_017839
HGNC:38003	Approved	LPCAT2BP	lysophosphatidylcholine acyltransferase 2b, pseudogene	100128094		NG_022792
HGNC:30244	Approved	LPCAT3	lysophosphatidylcholine acyltransferase 3	10162	U72515	NM_005768
HGNC:30059	Approved	LPCAT4	lysophosphatidylcholine acyltransferase 4	254531	AF542964	NM_153613
HGNC:28985	Approved	LPGAT1	lysophosphatidylglycerol acyltransferase 1	9926	D86960	NM_014873
HGNC:41221	Approved	LPGAT1-AS1	LPGAT1 antisense RNA 1	102723727		NR_135818
HGNC:31402	Approved	LPGAT1P1	lysophosphatidylglycerol acyltransferase 1 pseudogene 1	100129398		NG_022384
HGNC:13345	Approved	LPIN1	lipin 1	23175	D80010	NM_145693
HGNC:14450	Approved	LPIN2	lipin 2	9663	D87436	NM_014646
HGNC:14451	Approved	LPIN3	lipin 3	64900	AL132654	NM_022896
HGNC:6677	Approved	LPL	lipoprotein lipase	4023		NM_000237
HGNC:6678	Approved	LPO	lactoperoxidase	4025	M58151	NM_001160102
HGNC:6679	Approved	LPP	LIM domain containing preferred translocation partner in lipoma	4026	AL833171	NM_005578
HGNC:40346	Approved	LPP-AS1	LPP antisense RNA 1	100873917		NR_046623
HGNC:27952	Approved	LPP-AS2	LPP antisense RNA 2	339929	BC042414	NR_036497
HGNC:14061	Approved	LPXN	leupaxin	9404	AF062075	NM_004811
HGNC:6685	Approved	LRAT	lecithin retinol acyltransferase	9227	AF071510	NM_004744
HGNC:20743	Approved	LRATD1	LRAT domain containing 1	151354	AJ417080	NM_145175
HGNC:20743	Approved	LRATD1	LRAT domain containing 1	151354	BC026346	NM_145175
HGNC:24166	Approved	LRATD2	LRAT domain containing 2	157638	AJ417849	NM_174911
HGNC:1742	Approved	LRBA	LPS responsive beige-like anchor protein	987	AF216648	NM_001199282
HGNC:20309	Approved	LRCH1	leucine rich repeats and calponin homology domain containing 1	23143	AB023233	NM_015116
HGNC:29292	Approved	LRCH2	leucine rich repeats and calponin homology domain containing 2	57631	AB040928	NM_020871
HGNC:28637	Approved	LRCH3	leucine rich repeats and calponin homology domain containing 3	84859	AL137527	NM_032773
HGNC:6691	Approved	LRCH4	leucine rich repeats and calponin homology domain containing 4	4034	AF053356	NM_002319
HGNC:44160	Approved	LRCOL1	leucine rich colipase like 1	100507055		NM_001195520
HGNC:6688	Entry Withdrawn	LRE3	LINE retrotransposable element 3			
HGNC:6689	Entry Withdrawn	LRE4	LINE retrotransposable element 4			
HGNC:29290	Approved	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	57622	BC014678	NM_020862
HGNC:21226	Approved	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	57497	AB033072	NM_020737
HGNC:28370	Approved	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	79414	BC003578	NM_024509
HGNC:28456	Approved	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	78999	BC007718	NM_024036
HGNC:20360	Approved	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	145581	AK055365	NM_152447
HGNC:55444	Approved	LRFN5-DT	LRFN5 divergent transcript	105370469		XR_001750740
HGNC:29480	Approved	LRG1	leucine rich alpha-2-glycoprotein 1	116844		NM_052972
HGNC:21964	Approved	LRGUK	leucine rich repeats and guanylate kinase domain containing	136332	AK057348	NM_144648
HGNC:30299	Approved	LRIF1	ligand dependent nuclear receptor interacting factor 1	55791	AY190122	NM_018372
HGNC:17360	Approved	LRIG1	leucine rich repeats and immunoglobulin like domains 1	26018	AB050468	NM_015541
HGNC:20889	Approved	LRIG2	leucine rich repeats and immunoglobulin like domains 2	9860	AB018349	NM_014813
HGNC:54312	Approved	LRIG2-DT	LRIG2 divergent transcript	100996251		NR_103777
HGNC:30991	Approved	LRIG3	leucine rich repeats and immunoglobulin like domains 3	121227	AY505340	NM_153377
HGNC:55476	Approved	LRIG3-DT	LRIG3 divergent transcript	105369791		XR_001749167
HGNC:23404	Approved	LRIT1	leucine rich repeat, Ig-like and transmembrane domains 1	26103	AB031547	NM_015613
HGNC:23443	Approved	LRIT2	leucine rich repeat, Ig-like and transmembrane domains 2	340745		NM_001284223
HGNC:24783	Approved	LRIT3	leucine rich repeat, Ig-like and transmembrane domains 3	345193	AK126648	NM_198506
HGNC:23405	Approved	LRMDA	leucine rich melanocyte differentiation associated	83938	AF267860	NM_032024
HGNC:6692	Approved	LRP1	LDL receptor related protein 1	4035	X13916	NM_002332
HGNC:51694	Approved	LRP1-AS	LRP1 antisense RNA	105751187		NR_131938
HGNC:6693	Approved	LRP1B	LDL receptor related protein 1B	53353	AF176832	NM_018557
HGNC:6694	Approved	LRP2	LDL receptor related protein 2	4036		NM_004525
HGNC:25434	Approved	LRP2BP	LRP2 binding protein	55805	AB037746	NM_018409
HGNC:55998	Approved	LRP2BP-AS1	LRP2BP antisense RNA 1	107986206		
HGNC:6695	Approved	LRP3	LDL receptor related protein 3	4037	AB009462	NM_002333
HGNC:6696	Approved	LRP4	LDL receptor related protein 4	4038	AB011540	NM_002334
HGNC:44128	Approved	LRP4-AS1	LRP4 antisense RNA 1	100507401		NR_038909
HGNC:6697	Approved	LRP5	LDL receptor related protein 5	4041	AF064548	NM_002335
HGNC:25323	Approved	LRP5L	LDL receptor related protein 5 like (pseudogene)	91355	AL137651	XR_005228024
HGNC:6698	Approved	LRP6	LDL receptor related protein 6	4040	AF074264	NM_002336
HGNC:6700	Approved	LRP8	LDL receptor related protein 8	7804	D50678	NM_004631
HGNC:52561	Approved	LRP8-DT	LRP8 divergent transcript	105378732		NR_131923
HGNC:14553	Approved	LRP10	LDL receptor related protein 10	26020	AF131760	NM_001329226
HGNC:16936	Approved	LRP11	LDL receptor related protein 11	84918	AK027641	NM_032832
HGNC:31708	Approved	LRP12	LDL receptor related protein 12	29967	AF166350	NM_013437
HGNC:6701	Approved	LRPAP1	LDL receptor related protein associated protein 1	4043		NM_002337
HGNC:15714	Approved	LRPPRC	leucine rich pentatricopeptide repeat containing	10128	M92439	NM_133259
HGNC:19742	Approved	LRR1	leucine rich repeat protein 1	122769	BC030142	NM_203467
HGNC:14307	Approved	LRRC1	leucine rich repeat containing 1	55227	AF332199	NM_025168
HGNC:14676	Approved	LRRC2	leucine rich repeat containing 2	79442	AJ308569	NM_024512
HGNC:15571	Approved	LRRC2-AS1	LRRC2 antisense RNA 1	83598	AJ312775	NR_073385
HGNC:54785	Approved	LRRC2P1	LRRC2 pseudogene 1	644158		NG_021538
HGNC:14965	Approved	LRRC3	leucine rich repeat containing 3	81543	AB058646	NM_030891
