gene_id,HGNC ID_x,Status,Approved symbol,Approved name,INSDC (ENA/GenBank/DDBJ) accession,HGNC ID_y,RefSeq accession
NM_006472,,,,,,HGNC:16952,NM_006472
NM_006474,,,,,,HGNC:29602,NM_006474
NM_006474,,,,,,HGNC:29602,NM_006474
NM_006476,,,,,,HGNC:14247,NM_006476
NM_006477,,,,,,HGNC:16954,NM_006477
NM_006478,,,,,,HGNC:16955,NM_006478
NM_006480,,,,,,HGNC:9996,NM_006480
NM_006482,,,,,,,
NM_006485,,,,,,,
NM_006486,,,,,,HGNC:3600,NM_006486
NM_006487,,,,,,,
NM_006491,,,,,,HGNC:7886,NM_006491
NM_006492,,,,,,HGNC:449,NM_006492
NM_006493,,,,,,HGNC:2076,NM_006493
NM_006494,,,,,,HGNC:3444,NM_006494
NM_006496,,,,,,HGNC:4387,NM_006496
NM_006497,,,,,,HGNC:4909,NM_006497
NM_006498,,,,,,HGNC:6562,NM_006498
NM_006502,,,,,,HGNC:9181,NM_006502
NM_006503,,,,,,HGNC:9551,NM_006503
NM_006506,,,,,,HGNC:9872,NM_006506
NM_006507,,,,,,HGNC:9952,NM_006507
NM_006509,,,,,,HGNC:9956,NM_006509
NM_006512,,,,,,HGNC:10516,NM_006512
NM_006513,,,,,,HGNC:10537,NM_006513
NM_006514,,,,,,HGNC:10582,NM_006514
NM_006515,,,,,,HGNC:10762,NM_006515
NM_006516,,,,,,HGNC:11005,NM_006516
NM_006517,,,,,,HGNC:10923,NM_006517
NM_006519,,,,,,HGNC:11697,NM_006519
NM_006520,,,,,,HGNC:11694,NM_006520
NM_006521,,,,,,HGNC:11752,NM_006521
NM_006526,,,,,,HGNC:13009,NM_006526
NM_006527,,,,,,HGNC:10904,NM_006527
NM_006529,,,,,,,
NM_006530,,,,,,HGNC:24859,NM_006530
NM_006531,,,,,,HGNC:20606,NM_006531
NM_006534,,,,,,HGNC:7670,NM_006534
NM_006538,,,,,,,
NM_006539,,,,,,HGNC:1407,NM_006539
NM_006540,,,,,,,
NM_006541,,,,,,HGNC:15987,NM_006541
NM_006542,,,,,,,
NM_006548,,,,,,HGNC:28867,NM_006548
NM_006549,,,,,,,
NM_006551,,,,,,HGNC:18396,NM_006551
NM_006552,,,,,,HGNC:18395,NM_006552
NM_006553,,,,,,HGNC:24639,NM_006553
NM_006554,,,,,,HGNC:7506,NM_006554
NM_006555,,,,,,HGNC:16959,NM_006555
NM_006556,,,,,,HGNC:9141,NM_006556
NM_006559,,,,,,HGNC:18116,NM_006559
NM_006560,,,,,,HGNC:2549,NM_006560
NM_006561,,,,,,,
NM_006562,,,,,,HGNC:16960,NM_006562
NM_006564,,,,,,,
NM_006565,,,,,,HGNC:13723,NM_006565
NM_006566,,,,,,HGNC:16961,NM_006566
NM_006568,,,,,,HGNC:15528,NM_006568
NM_006569,,,,,,HGNC:16962,NM_006569
NM_006570,,,,,,HGNC:16963,NM_006570
NM_006571,,,,,,HGNC:16964,NM_006571
NM_006574,,,,,,HGNC:2467,NM_006574
NM_006575,,,,,,HGNC:6867,NM_006575
NM_006577,,,,,,HGNC:15629,NM_006577
NM_006578,,,,,,,
NM_006579,,,,,,HGNC:3133,NM_006579
NM_006580,,,,,,HGNC:2037,NM_006580
NM_006581,,,,,,HGNC:4020,NM_006581
NM_006582,,,,,,HGNC:4370,NM_006582
NM_006583,,,,,,HGNC:10450,NM_006583
NM_006584,,,,,,HGNC:1621,NM_006584
NM_006585,,,,,,,
NM_006587,,,,,,,
NM_006589,,,,,,HGNC:1233,NM_006589
NM_006590,,,,,,HGNC:20071,NM_006590
NM_006593,,,,,,HGNC:11590,NM_006593
NM_006595,,,,,,HGNC:594,NM_006595
NM_006598,,,,,,HGNC:10915,NM_006598
NM_006599,,,,,,,
NM_006600,,,,,,HGNC:8045,NM_006600
NM_006603,,,,,,HGNC:11355,NM_006603
NM_006604,,,,,,HGNC:9980,NM_006604
NM_006607,,,,,,HGNC:9691,NM_006607
NM_006608,,,,,,HGNC:8939,NM_006608
NM_006610,,,,,,HGNC:6902,NM_006610
NM_006614,,,,,,HGNC:1939,NM_006614
NM_006615,,,,,,HGNC:1486,NM_006615
NM_006618,,,,,,HGNC:18039,NM_006618
NM_006622,,,,,,HGNC:19699,NM_006622
NM_006624,,,,,,HGNC:16966,NM_006624
NM_006626,,,,,,HGNC:16764,NM_006626
NM_006627,,,,,,HGNC:30081,NM_006627
NM_006632,,,,,,,
NM_006633,,,,,,HGNC:6111,NM_006633
NM_006634,,,,,,HGNC:12646,NM_006634
NM_006637,,,,,,HGNC:8347,NM_006637
NM_006638,,,,,,HGNC:20992,NM_006638
NM_006640,,,,,,HGNC:7323,NM_006640
NM_006643,,,,,,HGNC:10667,NM_006643
NM_006644,,,,,,,
NM_006649,,,,,,HGNC:10665,NM_006649
NM_006650,,,,,,,
NM_006653,,,,,,HGNC:16970,NM_006653
NM_006654,,,,,,HGNC:16971,NM_006654
NM_006656,,,,,,HGNC:7760,NM_006656
NM_006657,,,,,,HGNC:3974,NM_006657
NM_006658,,,,,,HGNC:16973,NM_006658
NM_006660,,,,,,HGNC:2088,NM_006660
NM_006663,,,,,,HGNC:18838,NM_006663
NM_006664,,,,,,HGNC:10626,NM_006664
NM_006665,,,,,,HGNC:5164,NM_006665
NM_006666,,,,,,,
NM_006667,,,,,,HGNC:16090,NM_006667
NM_006668,,,,,,HGNC:2641,NM_006668
NM_006669,,,,,,,
NM_006670,,,,,,,
NM_006671,,,,,,HGNC:10945,NM_006671
NM_006672,,,,,,HGNC:10971,NM_006672
NM_006675,,,,,,HGNC:21640,NM_006675
NM_006676,,,,,,,
NM_006678,,,,,,HGNC:19320,NM_006678
NM_006680,,,,,,,
NM_006681,,,,,,,
NM_006682,,,,,,HGNC:3696,NM_006682
NM_006685,,,,,,HGNC:17326,NM_006685
NM_006686,,,,,,HGNC:162,NM_006686
NM_006687,,,,,,HGNC:161,NM_006687
NM_006688,,,,,,HGNC:24182,NM_006688
NM_006690,,,,,,HGNC:7172,NM_006690
NM_006693,,,,,,,
NM_006694,,,,,,HGNC:6201,NM_006694
NM_006695,,,,,,HGNC:16984,NM_006695
NM_006696,,,,,,HGNC:19874,NM_006696
NM_006698,,,,,,HGNC:1055,NM_006698
NM_006700,,,,,,HGNC:24808,NM_006700
NM_006701,,,,,,HGNC:30551,NM_006701
NM_006702,,,,,,HGNC:16268,NM_006702
NM_006705,,,,,,HGNC:4097,NM_006705
NM_006706,,,,,,,
NM_006708,,,,,,HGNC:4323,NM_006708
NM_006710,,,,,,HGNC:24335,NM_006710
NM_006711,,,,,,,
NM_006712,,,,,,HGNC:24676,NM_006712
NM_006713,,,,,,HGNC:19985,NM_006713
NM_006715,,,,,,,
NM_006716,,,,,,HGNC:17364,NM_006716
NM_006717,,,,,,HGNC:11243,NM_006717
NM_006718,,,,,,,
NM_006720,,,,,,,
NM_006725,,,,,,HGNC:1691,NM_006725
NM_006727,,,,,,HGNC:1749,NM_006727
NM_006729,,,,,,HGNC:2877,NM_006729
NM_006731,,,,,,HGNC:3622,NM_006731
NM_006732,,,,,,HGNC:3797,NM_006732
NM_006733,,,,,,HGNC:3968,NM_006733
NM_006735,,,,,,HGNC:5103,NM_006735
NM_006736,,,,,,,
NM_006739,,,,,,HGNC:6948,NM_006739
NM_006741,,,,,,HGNC:9286,NM_006741
NM_006743,,,,,,HGNC:9900,NM_006743
NM_006744,,,,,,HGNC:9922,NM_006744
NM_006746,,,,,,HGNC:10580,NM_006746
NM_006748,,,,,,,
NM_006749,,,,,,,
NM_006750,,,,,,HGNC:11169,NM_006750
NM_006751,,,,,,HGNC:11319,NM_006751
NM_006754,,,,,,,
NM_006757,,,,,,HGNC:11950,NM_006757
NM_006758,,,,,,HGNC:12453,NM_006758
NM_006760,,,,,,HGNC:12579,NM_006760
NM_006763,,,,,,HGNC:1131,NM_006763
NM_006767,,,,,,HGNC:6742,NM_006767
NM_006770,,,,,,HGNC:6895,NM_006770
NM_006771,,,,,,HGNC:6456,NM_006771
NM_006773,,,,,,HGNC:2741,NM_006773
NM_006781,,,,,,HGNC:13922,NM_006781
NM_006784,,,,,,HGNC:12755,NM_006784
NM_006788,,,,,,HGNC:9841,NM_006788
NM_006789,,,,,,HGNC:605,NM_006789
NM_006790,,,,,,HGNC:12399,NM_006790
NM_006791,,,,,,HGNC:16989,NM_006791
NM_006793,,,,,,HGNC:9354,NM_006793
NM_006795,,,,,,HGNC:3242,NM_006795
NM_006796,,,,,,HGNC:315,NM_006796
NM_006798,,,,,,HGNC:12542,NM_006798
NM_006799,,,,,,HGNC:9485,NM_006799
NM_006800,,,,,,HGNC:7370,NM_006800
NM_006801,,,,,,HGNC:6304,NM_006801
NM_006802,,,,,,HGNC:10767,NM_006802
NM_006803,,,,,,,
NM_006804,,,,,,,
NM_006805,,,,,,HGNC:5030,NM_006805
NM_006806,,,,,,HGNC:1132,NM_006806
NM_006807,,,,,,HGNC:1551,NM_006807
NM_006808,,,,,,HGNC:16993,NM_006808
NM_006809,,,,,,HGNC:15746,NM_006809
NM_006810,,,,,,HGNC:24811,NM_006810
NM_006812,,,,,,HGNC:16994,NM_006812
NM_006814,,,,,,,
NM_006816,,,,,,HGNC:16986,NM_006816
NM_006817,,,,,,,
NM_006820,,,,,,HGNC:17817,NM_006820
NM_006821,,,,,,HGNC:18431,NM_006821
NM_006821,,,,,,HGNC:18431,NM_006821
NM_006822,,,,,,HGNC:18284,NM_006822
NM_006823,,,,,,HGNC:9017,NM_006823
NM_006825,,,,,,HGNC:16991,NM_006825
NM_006827,,,,,,HGNC:16998,NM_006827
NM_006827,,,,,,HGNC:16998,NM_006827
NM_006830,,,,,,HGNC:30862,NM_006830
NM_006831,,,,,,HGNC:16999,NM_006831
NM_006833,,,,,,HGNC:21749,NM_006833
NM_006834,,,,,,HGNC:9772,NM_006834
NM_006837,,,,,,HGNC:2240,NM_006837
NM_006838,,,,,,HGNC:16672,NM_006838
NM_006839,,,,,,HGNC:6047,NM_006839
NM_006840,,,,,,,
NM_006841,,,,,,HGNC:18044,NM_006841
NM_006842,,,,,,HGNC:10769,NM_006842
NM_006843,,,,,,HGNC:10691,NM_006843
NM_006844,,,,,,HGNC:6041,NM_006844
NM_006846,,,,,,,
NM_006848,,,,,,HGNC:24926,NM_006848
NM_006850,,,,,,HGNC:11346,NM_006850
NM_006853,,,,,,HGNC:6359,NM_006853
NM_006855,,,,,,HGNC:6306,NM_006855
NM_006856,,,,,,,
NM_006858,,,,,,HGNC:17291,NM_006858
NM_006860,,,,,,HGNC:18626,NM_006860
NM_006861,,,,,,,
NM_006863,,,,,,HGNC:6602,NM_006863
NM_006865,,,,,,,
NM_006866,,,,,,,
NM_006868,,,,,,HGNC:9771,NM_006868
NM_006870,,,,,,,
NM_006874,,,,,,HGNC:3317,NM_006874
NM_006875,,,,,,HGNC:8987,NM_006875
NM_006876,,,,,,HGNC:15685,NM_006876
NM_006877,,,,,,HGNC:4376,NM_006877
NM_006884,,,,,,,
NM_006885,,,,,,HGNC:777,NM_006885
NM_006887,,,,,,HGNC:1108,NM_006887
NM_006888,,,,,,,
NM_006889,,,,,,HGNC:1705,NM_006889
NM_006890,,,,,,HGNC:1819,NM_006890
NM_006891,,,,,,HGNC:2411,NM_006891
NM_006892,,,,,,HGNC:2979,NM_006892
NM_006893,,,,,,HGNC:6583,NM_006893
NM_006894,,,,,,HGNC:3771,NM_006894
NM_006895,,,,,,,
NM_006896,,,,,,HGNC:5108,NM_006896
NM_006898,,,,,,HGNC:5137,NM_006898
NM_006899,,,,,,,
NM_006901,,,,,,HGNC:7608,NM_006901
NM_006902,,,,,,HGNC:9142,NM_006902
NM_006903,,,,,,,
NM_006907,,,,,,,
NM_006910,,,,,,HGNC:9889,NM_006910
NM_006914,,,,,,,
NM_006915,,,,,,HGNC:10274,NM_006915
NM_006917,,,,,,HGNC:10479,NM_006917
NM_006923,,,,,,HGNC:10675,NM_006923
NM_006925,,,,,,,
NM_006927,,,,,,HGNC:10863,NM_006927
NM_006931,,,,,,HGNC:11007,NM_006931
NM_006934,,,,,,,
NM_006936,,,,,,,
NM_006940,,,,,,HGNC:11201,NM_006940
NM_006942,,,,,,HGNC:11196,NM_006942
NM_006943,,,,,,HGNC:11198,NM_006943
NM_006944,,,,,,HGNC:11256,NM_006944
NM_006946,,,,,,HGNC:11276,NM_006946
NM_006946,,,,,,HGNC:11276,NM_006946
NM_006946,,,,,,HGNC:11276,NM_006946
NM_006946,,,,,,HGNC:11276,NM_006946
NM_006948,,,,,,HGNC:11375,NM_006948
NM_006952,,,,,,HGNC:12578,NM_006952
NM_006953,,,,,,HGNC:12580,NM_006953
NM_006958,,,,,,HGNC:12947,NM_006958
NM_006965,,,,,,HGNC:13032,NM_006965
NM_006977,,,,,,HGNC:13112,NM_006977
NM_006980,,,,,,HGNC:21463,NM_006980
NM_006981,,,,,,HGNC:7982,NM_006981
NM_006982,,,,,,HGNC:1494,NM_006982
NM_006991,,,,,,HGNC:12988,NM_006991
NM_006992,,,,,,HGNC:19138,NM_006992
NM_006993,,,,,,HGNC:7931,NM_006993
NM_006995,,,,,,,
NM_006997,,,,,,,
NM_006998,,,,,,HGNC:16941,NM_006998
NM_006999,,,,,,HGNC:16705,NM_006999
NM_007002,,,,,,,
NM_007003,,,,,,,
NM_007005,,,,,,,
NM_007006,,,,,,HGNC:13870,NM_007006
NM_007007,,,,,,HGNC:13871,NM_007007
NM_007009,,,,,,HGNC:15662,NM_007009
NM_007011,,,,,,HGNC:18717,NM_007011
NM_007015,,,,,,,
NM_007017,,,,,,HGNC:30635,NM_007017
NM_007018,,,,,,HGNC:1858,NM_007018
NM_007019,,,,,,HGNC:15937,NM_007019
NM_007023,,,,,,HGNC:16626,NM_007023
NM_007026,,,,,,HGNC:17007,NM_007026
NM_007027,,,,,,HGNC:17008,NM_007027
NM_007029,,,,,,HGNC:10577,NM_007029
NM_007030,,,,,,HGNC:24164,NM_007030
NM_007031,,,,,,HGNC:5226,NM_007031
NM_007034,,,,,,,
NM_007035,,,,,,HGNC:6309,NM_007035
NM_007036,,,,,,HGNC:3466,NM_007036
NM_007038,,,,,,HGNC:221,NM_007038
NM_007039,,,,,,HGNC:9651,NM_007039
NM_007044,,,,,,HGNC:6216,NM_007044
NM_007046,,,,,,HGNC:19880,NM_007046
NM_007048,,,,,,,
NM_007049,,,,,,HGNC:1136,NM_007049
NM_007050,,,,,,,
NM_007051,,,,,,HGNC:3578,NM_007051
NM_007052,,,,,,HGNC:7889,NM_007052
NM_007053,,,,,,HGNC:17013,NM_007053
NM_007054,,,,,,HGNC:6319,NM_007054
NM_007056,,,,,,HGNC:17731,NM_007056
NM_007057,,,,,,,
NM_007058,,,,,,HGNC:1478,NM_007058
NM_007059,,,,,,,
NM_007062,,,,,,HGNC:17015,NM_007062
NM_007064,,,,,,,
NM_007066,,,,,,,
NM_007068,,,,,,HGNC:2927,NM_007068
NM_007072,,,,,,HGNC:4905,NM_007072
NM_007076,,,,,,HGNC:18416,NM_007076
NM_007079,,,,,,,
NM_007080,,,,,,HGNC:17017,NM_007080
NM_007084,,,,,,HGNC:11197,NM_007084
NM_007085,,,,,,HGNC:3972,NM_007085
NM_007086,,,,,,HGNC:23170,NM_007086
NM_007096,,,,,,HGNC:2090,NM_007096
NM_007097,,,,,,,
NM_007098,,,,,,HGNC:2093,NM_007098
NM_007101,,,,,,,
NM_007102,,,,,,HGNC:4683,NM_007102
NM_007106,,,,,,HGNC:12504,NM_007106
NM_007107,,,,,,HGNC:11325,NM_007107
NM_007108,,,,,,HGNC:11619,NM_007108
NM_007110,,,,,,HGNC:11726,NM_007110
NM_007111,,,,,,HGNC:11749,NM_007111
NM_007115,,,,,,HGNC:11898,NM_007115
NM_007117,,,,,,HGNC:12298,NM_007117
NM_007118,,,,,,HGNC:12303,NM_007118
NM_007121,,,,,,,
NM_007123,,,,,,HGNC:12601,NM_007123
NM_007125,,,,,,,
NM_007127,,,,,,HGNC:12690,NM_007127
NM_007128,,,,,,,
NM_007136,,,,,,HGNC:13155,NM_007136
NM_007144,,,,,,HGNC:12929,NM_007144
NM_007146,,,,,,,
NM_007147,,,,,,HGNC:12964,NM_007147
NM_007150,,,,,,HGNC:12976,NM_007150
NM_007163,,,,,,,
NM_007166,,,,,,HGNC:15514,NM_007166
NM_007168,,,,,,HGNC:38,NM_007168
NM_007169,,,,,,HGNC:8830,NM_007169
NM_007170,,,,,,HGNC:11732,NM_007170
NM_007171,,,,,,HGNC:9202,NM_007171
NM_007172,,,,,,HGNC:8065,NM_007172
NM_007173,,,,,,HGNC:14370,NM_007173
NM_007176,,,,,,HGNC:1187,NM_007176
NM_007177,,,,,,HGNC:30827,NM_007177
NM_007178,,,,,,HGNC:30796,NM_007178
NM_007180,,,,,,HGNC:12266,NM_007180
NM_007181,,,,,,,
NM_007182,,,,,,,
NM_007184,,,,,,HGNC:18006,NM_007184
NM_007185,,,,,,HGNC:11967,NM_007185
NM_007187,,,,,,HGNC:12739,NM_007187
NM_007192,,,,,,HGNC:11465,NM_007192
NM_007197,,,,,,HGNC:4039,NM_007197
NM_007198,,,,,,HGNC:9457,NM_007198
NM_007199,,,,,,,
NM_007202,,,,,,HGNC:368,NM_007202
NM_007203,,,,,,HGNC:33529,NM_007203
NM_007209,,,,,,HGNC:10344,NM_007209
NM_007210,,,,,,HGNC:4128,NM_007210
NM_007211,,,,,,HGNC:13232,NM_007211
NM_007212,,,,,,HGNC:10061,NM_007212
NM_007212,,,,,,HGNC:10061,NM_007212
NM_007213,,,,,,HGNC:28911,NM_007213
NM_007214,,,,,,HGNC:21082,NM_007214
NM_007215,,,,,,HGNC:9180,NM_007215
NM_007216,,,,,,,
NM_007219,,,,,,,
NM_007220,,,,,,HGNC:1378,NM_007220
NM_007223,,,,,,HGNC:32370,NM_007223
NM_007229,,,,,,HGNC:8571,NM_007229
NM_007231,,,,,,HGNC:11047,NM_007231
NM_007232,,,,,,HGNC:5184,NM_007232
NM_007234,,,,,,,
NM_007236,,,,,,HGNC:17433,NM_007236
NM_007237,,,,,,HGNC:17133,NM_007237
NM_007240,,,,,,HGNC:3067,NM_007240
NM_007241,,,,,,HGNC:17028,NM_007241
NM_007245,,,,,,HGNC:31326,NM_007245
NM_007246,,,,,,,
NM_007249,,,,,,HGNC:6346,NM_007249
NM_007250,,,,,,HGNC:6351,NM_007250
NM_007252,,,,,,HGNC:21694,NM_007252
NM_007254,,,,,,HGNC:9154,NM_007254
NM_007256,,,,,,HGNC:10962,NM_007256
NM_007262,,,,,,HGNC:16369,NM_007262
NM_007263,,,,,,HGNC:2234,NM_007263
NM_007264,,,,,,HGNC:13708,NM_007264
NM_007265,,,,,,HGNC:17029,NM_007265
NM_007267,,,,,,,
NM_007268,,,,,,HGNC:17032,NM_007268
NM_007269,,,,,,HGNC:11446,NM_007269
NM_007272,,,,,,HGNC:2523,NM_007272
NM_007275,,,,,,HGNC:17034,NM_007275
NM_007278,,,,,,HGNC:4067,NM_007278
NM_007281,,,,,,HGNC:17036,NM_007281
NM_007282,,,,,,,
NM_007286,,,,,,HGNC:30672,NM_007286
NM_007287,,,,,,,
NM_007309,,,,,,HGNC:2877,NM_007309
NM_007314,,,,,,,
NM_007315,,,,,,HGNC:11362,NM_007315
NM_007318,,,,,,,
NM_007325,,,,,,,
NM_007327,,,,,,HGNC:4584,NM_007327
NM_007332,,,,,,HGNC:497,NM_007332
NM_007334,,,,,,,
NM_007337,,,,,,HGNC:2899,NM_007337
NM_007341,,,,,,HGNC:10822,NM_007341
NM_007342,,,,,,HGNC:17010,NM_007342
NM_007344,,,,,,HGNC:12397,NM_007344
NM_007345,,,,,,,
NM_007346,,,,,,HGNC:15768,NM_007346
NM_007347,,,,,,,
NM_007348,,,,,,HGNC:791,NM_007348
NM_007351,,,,,,HGNC:7178,NM_007351
NM_007352,,,,,,HGNC:15945,NM_007352
NM_007354,,,,,,,
NM_007357,,,,,,HGNC:6546,NM_007357
NM_007358,,,,,,HGNC:29535,NM_007358
NM_007359,,,,,,HGNC:17040,NM_007359
NM_007361,,,,,,HGNC:13389,NM_007361
NM_007362,,,,,,HGNC:7659,NM_007362
NM_007363,,,,,,HGNC:7871,NM_007363
NM_007366,,,,,,,
NM_007370,,,,,,HGNC:9973,NM_007370
NM_007371,,,,,,HGNC:1104,NM_007371
NM_007373,,,,,,HGNC:15454,NM_007373
NM_007374,,,,,,HGNC:10892,NM_007374
NM_007375,,,,,,HGNC:11571,NM_007375
NM_009586,,,,,,HGNC:10883,NM_009586
NM_009590,,,,,,HGNC:549,NM_009590
NM_012062,,,,,,HGNC:2973,NM_012062
NM_012064,,,,,,HGNC:7103,NM_012064
NM_012067,,,,,,HGNC:390,NM_012067
NM_012068,,,,,,,
NM_012069,,,,,,,
NM_012072,,,,,,HGNC:15855,NM_012072
NM_012074,,,,,,,
NM_012080,,,,,,HGNC:16818,NM_012080
NM_012082,,,,,,,
NM_012086,,,,,,,
NM_012087,,,,,,,
NM_012091,,,,,,HGNC:228,NM_012091
NM_012093,,,,,,,
NM_012097,,,,,,HGNC:696,NM_012097
NM_012098,,,,,,HGNC:490,NM_012098
NM_012099,,,,,,HGNC:24219,NM_012099
NM_012100,,,,,,HGNC:2981,NM_012100
NM_012101,,,,,,HGNC:17274,NM_012101
NM_012102,,,,,,,
NM_012104,,,,,,,
NM_012105,,,,,,HGNC:934,NM_012105
NM_012108,,,,,,HGNC:24133,NM_012108
NM_012109,,,,,,HGNC:13237,NM_012109
NM_012110,,,,,,HGNC:1935,NM_012110
NM_012111,,,,,,HGNC:1189,NM_012111
NM_012113,,,,,,HGNC:1372,NM_012113
NM_012116,,,,,,HGNC:15961,NM_012116
NM_012118,,,,,,HGNC:14254,NM_012118
NM_012119,,,,,,HGNC:21420,NM_012119
NM_012120,,,,,,HGNC:14258,NM_012120
NM_012121,,,,,,HGNC:17147,NM_012121
NM_012123,,,,,,HGNC:19261,NM_012123
NM_012124,,,,,,HGNC:14525,NM_012124
NM_012125,,,,,,,
NM_012128,,,,,,HGNC:2018,NM_012128
NM_012131,,,,,,HGNC:2038,NM_012131
NM_012134,,,,,,HGNC:6647,NM_012134
NM_012135,,,,,,HGNC:18789,NM_012135
NM_012139,,,,,,HGNC:17499,NM_012139
NM_012141,,,,,,HGNC:14879,NM_012141
NM_012144,,,,,,HGNC:2954,NM_012144
NM_012152,,,,,,HGNC:14298,NM_012152
NM_012153,,,,,,HGNC:3246,NM_012153
NM_012155,,,,,,HGNC:18035,NM_012155
NM_012164,,,,,,,
NM_012170,,,,,,,
NM_012172,,,,,,,
NM_012175,,,,,,HGNC:13582,NM_012175
NM_012177,,,,,,,
NM_012179,,,,,,,
NM_012182,,,,,,HGNC:3799,NM_012182
NM_012183,,,,,,HGNC:3804,NM_012183
NM_012186,,,,,,HGNC:3808,NM_012186
NM_012188,,,,,,HGNC:3815,NM_012188
NM_012189,,,,,,,
NM_012190,,,,,,HGNC:3978,NM_012190
NM_012192,,,,,,HGNC:4022,NM_012192
NM_012193,,,,,,HGNC:4042,NM_012193
NM_012197,,,,,,HGNC:17155,NM_012197
NM_012198,,,,,,HGNC:15990,NM_012198
NM_012199,,,,,,,
NM_012200,,,,,,HGNC:923,NM_012200
NM_012201,,,,,,HGNC:4316,NM_012201
NM_012203,,,,,,HGNC:4570,NM_012203
NM_012204,,,,,,HGNC:4667,NM_012204
NM_012205,,,,,,HGNC:4796,NM_012205
NM_012206,,,,,,HGNC:17866,NM_012206
NM_012213,,,,,,HGNC:7150,NM_012213
NM_012214,,,,,,HGNC:7047,NM_012214
NM_012215,,,,,,HGNC:7056,NM_012215
NM_012216,,,,,,HGNC:7096,NM_012216
NM_012219,,,,,,,
NM_012222,,,,,,HGNC:7527,NM_012222
NM_012225,,,,,,HGNC:8042,NM_012225
NM_012226,,,,,,,
NM_012227,,,,,,HGNC:30189,NM_012227
NM_012228,,,,,,HGNC:17061,NM_012228
NM_012231,,,,,,HGNC:9347,NM_012231
NM_012234,,,,,,HGNC:10480,NM_012234
NM_012236,,,,,,,
NM_012237,,,,,,,
NM_012238,,,,,,HGNC:14929,NM_012238
NM_012240,,,,,,HGNC:14932,NM_012240
NM_012241,,,,,,,
NM_012242,,,,,,HGNC:2891,NM_012242
NM_012243,,,,,,HGNC:11023,NM_012243
NM_012244,,,,,,,
NM_012245,,,,,,HGNC:16696,NM_012245
NM_012248,,,,,,HGNC:19686,NM_012248
NM_012250,,,,,,HGNC:17271,NM_012250
NM_012252,,,,,,HGNC:11754,NM_012252
NM_012254,,,,,,HGNC:10999,NM_012254
NM_012256,,,,,,HGNC:13004,NM_012256
NM_012257,,,,,,HGNC:23200,NM_012257
NM_012258,,,,,,HGNC:4880,NM_012258
NM_012259,,,,,,HGNC:4881,NM_012259
NM_012261,,,,,,HGNC:16097,NM_012261
NM_012263,,,,,,HGNC:1312,NM_012263
NM_012264,,,,,,HGNC:1310,NM_012264
NM_012265,,,,,,HGNC:1308,NM_012265
NM_012266,,,,,,,
NM_012267,,,,,,HGNC:24989,NM_012267
NM_012268,,,,,,HGNC:17158,NM_012268
NM_012269,,,,,,HGNC:5323,NM_012269
NM_012278,,,,,,HGNC:6154,NM_012278
NM_012280,,,,,,,
NM_012281,,,,,,HGNC:6238,NM_012281
NM_012282,,,,,,HGNC:6241,NM_012282
NM_012283,,,,,,HGNC:6249,NM_012283
NM_012285,,,,,,HGNC:6253,NM_012285
NM_012286,,,,,,HGNC:16849,NM_012286
NM_012288,,,,,,HGNC:16855,NM_012288
NM_012289,,,,,,HGNC:23177,NM_012289
NM_012290,,,,,,HGNC:11841,NM_012290
NM_012291,,,,,,HGNC:16856,NM_012291
NM_012294,,,,,,HGNC:16862,NM_012294
NM_012295,,,,,,HGNC:24187,NM_012295
NM_012296,,,,,,,
NM_012297,,,,,,HGNC:30291,NM_012297
NM_012301,,,,,,HGNC:18957,NM_012301
NM_012302,,,,,,HGNC:18582,NM_012302
NM_012306,,,,,,HGNC:17067,NM_012306
NM_012307,,,,,,HGNC:3380,NM_012307
NM_012311,,,,,,HGNC:6327,NM_012311
NM_012317,,,,,,HGNC:6548,NM_012317
NM_012318,,,,,,HGNC:6556,NM_012318
NM_012319,,,,,,,
NM_012321,,,,,,,
NM_012322,,,,,,,
NM_012323,,,,,,,
NM_012324,,,,,,HGNC:6883,NM_012324
NM_012325,,,,,,HGNC:6890,NM_012325
NM_012326,,,,,,HGNC:6892,NM_012326
NM_012327,,,,,,,
NM_012328,,,,,,HGNC:6968,NM_012328
NM_012329,,,,,,HGNC:7153,NM_012329
NM_012330,,,,,,HGNC:17582,NM_012330
NM_012331,,,,,,HGNC:7377,NM_012331
NM_012334,,,,,,HGNC:7593,NM_012334
NM_012336,,,,,,,
NM_012337,,,,,,HGNC:17229,NM_012337
NM_012338,,,,,,HGNC:21641,NM_012338
NM_012339,,,,,,HGNC:23298,NM_012339
NM_012342,,,,,,HGNC:30251,NM_012342
NM_012343,,,,,,,
NM_012344,,,,,,HGNC:8040,NM_012344
NM_012345,,,,,,HGNC:8057,NM_012345
NM_012346,,,,,,,
NM_012351,,,,,,HGNC:8175,NM_012351
NM_012352,,,,,,HGNC:8180,NM_012352
NM_012368,,,,,,HGNC:8242,NM_012368
NM_012373,,,,,,,
NM_012375,,,,,,HGNC:8318,NM_012375
NM_012377,,,,,,HGNC:8374,NM_012377
NM_012382,,,,,,HGNC:29959,NM_012382
NM_012383,,,,,,HGNC:8510,NM_012383
NM_012387,,,,,,HGNC:18368,NM_012387
NM_012391,,,,,,HGNC:17257,NM_012391
NM_012392,,,,,,HGNC:30009,NM_012392
NM_012394,,,,,,HGNC:8867,NM_012394
NM_012395,,,,,,HGNC:8883,NM_012395
